,model,feature selection,features,number of features,accuracy_score,recall_score,precision_score,f1_score
80,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Covariance', 'Variance']",29,0.9431689639281076,0.625072898777309,0.5942113638204678,0.6003288870926233
81,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Covariance', 'Variance']",30,0.9915580878964347,0.7145574324938495,0.695485943843041,0.7021314439709658
82,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Covariance', 'Variance']",30,0.991977041350706,0.8660557574132552,0.8621934408596159,0.8455441331604778
83,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Covariance', 'Variance']",30,0.9374293016045917,0.6116646984465032,0.5891859192489546,0.5940905417005129
84,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",31,0.9918932506598517,0.7137587011221664,0.6974439181004348,0.7024993838040876
85,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",31,0.9918723029871381,0.8493459712107925,0.8797288000254477,0.8458141807826219
86,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",31,0.9374293016045917,0.6115878795666084,0.5891652573268774,0.594040431886258
87,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",32,0.9917047216054297,0.7451143691575238,0.7045755881526715,0.7140582782583205
88,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",32,0.9920189366961331,0.8388644449142325,0.8767807795242065,0.8457470457255877
89,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",32,0.9373664585864511,0.6114374565714679,0.5890989021936117,0.5938546613684964
90,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTPS', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",33,0.9916628262600025,0.7136009078598121,0.6996420196024205,0.7041200504785343
91,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTPS', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",33,0.9921446227324144,0.8492384064038518,0.8778479634864285,0.8514090159848525
92,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTPS', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",33,0.9368846621140391,0.6186677240638019,0.5938791729740535,0.599382775064492
93,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",34,0.991830407641711,0.714137246239228,0.7022122205204038,0.7056601925444059
94,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",34,0.9920398843688466,0.856579971195395,0.8811492570334254,0.8581908889511515
95,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",34,0.9356906447693661,0.620984664177819,0.5985443457556368,0.6032721925559571
96,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",35,0.9916837739327161,0.7435788821912283,0.7072342200833773,0.7167782699243989
97,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",35,0.9915790355691483,0.8551186235873635,0.8820646256815297,0.8535005246234173
98,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",35,0.9357115924420797,0.6213968090616151,0.5987226625862148,0.6035457778877784
99,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",36,0.9926264192048263,0.7523708876508577,0.7128334572442189,0.7196626333567107
100,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",36,0.9915161925510075,0.8479801504609901,0.8749079275028266,0.8437611313136598
101,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ICMP', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",36,0.9357115924420797,0.6211769773898665,0.5987226625862148,0.6034758471827497
102,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ICMP', 'LLC', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",37,0.9922703087686958,0.717136737246416,0.7052336321944527,0.7090090880283657
103,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ICMP', 'LLC', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",37,0.9919560936779924,0.8222976046607122,0.8622677261199716,0.8312138213952817
104,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ICMP', 'LLC', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",37,0.9357325401147932,0.6212078044144702,0.5989426553239257,0.603685159788845
105,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ICMP', 'IPv', 'LLC', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",38,0.9920189366961331,0.7442988260053414,0.7080021947864401,0.712697424227017
106,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ICMP', 'IPv', 'LLC', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",38,0.9920189366961331,0.8740941374836563,0.884588445315441,0.8629809258370882
107,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ICMP', 'IPv', 'LLC', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",38,0.9357325401147932,0.6212078044144702,0.5989426553239257,0.603685159788845
108,RandomForestClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ARP', 'ICMP', 'IPv', 'LLC', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",39,0.9920189366961331,0.732587324643581,0.7067528394239503,0.713271537959962
109,DecisionTreeClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ARP', 'ICMP', 'IPv', 'LLC', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",39,0.9922284134232687,0.8559485627903832,0.8765335358275086,0.8481689421314195
110,KNeighborsClassifier,RFE,"['flow_duration', 'Header_Length', 'Protocol Type', 'Duration', 'Rate', 'Srate', 'fin_flag_number', 'syn_flag_number', 'rst_flag_number', 'psh_flag_number', 'ack_flag_number', 'ack_count', 'syn_count', 'fin_count', 'urg_count', 'rst_count', 'HTTP', 'HTTPS', 'DNS', 'SSH', 'TCP', 'UDP', 'ARP', 'ICMP', 'IPv', 'LLC', 'Tot sum', 'Min', 'Max', 'AVG', 'Std', 'Tot size', 'IAT', 'Number', 'Magnitue', 'Radius', 'Covariance', 'Variance', 'Weight']",39,0.9357115924420797,0.6209499581688277,0.598785373159723,0.6034650648896256
